ts,open,high,low,close,volume,turnover
1753084800000,0.9997,0.9998,0.9997,0.9998,1566571.02,1566178.351456
1753088400000,0.9998,0.9998,0.9997,0.9998,1645651.89,1645241.196614
1753092000000,0.9998,0.9998,0.9997,0.9997,1742481.14,1742046.255591
1753095600000,0.9997,0.9998,0.9997,0.9998,1484569.51,1484199.969867
1753099200000,0.9998,0.9999,0.9997,0.9999,1086810.5,1086592.017366
1753102800000,0.9999,0.9999,0.9998,0.9999,1448022.33,1447802.375957
1753106400000,0.9999,0.9999,0.9997,0.9997,2002451.84,2001987.291829
1753110000000,0.9997,0.9998,0.9995,0.9996,2925037.91,2923829.666673
1753113600000,0.9996,0.9997,0.9995,0.9997,2558007.17,2556896.977126
1753117200000,0.9997,0.9999,0.9996,0.9998,19124181.75,19119578.896234
1753120800000,0.9998,0.9999,0.9997,0.9997,19162457.6,19158692.413314
1753124400000,0.9997,0.9999,0.9997,0.9998,6987672.1,6985812.442144
1753128000000,0.9998,0.9998,0.9997,0.9997,1292632.48,1292278.744782
1753131600000,0.9997,0.9998,0.9997,0.9997,367156.26,367062.302482
1753135200000,0.9997,0.9999,0.9997,0.9999,739972.31,739812.661726
1753138800000,0.9999,1.0001,0.9998,1,206855.54,206836.335107
1753142400000,1,1.0001,0.9997,0.9997,970358.43,970363.859242
1753146000000,0.9997,0.9999,0.9997,0.9998,504565.84,504466.716156
1753149600000,0.9998,1.0001,0.9997,1.0001,820438.51,820438.569276
1753153200000,1.0001,1.0001,1,1.0001,2966685.95,2966824.266504
1753156800000,1.0001,1.0002,1,1.0001,836332.89,836447.941152
1753160400000,1.0001,1.0002,1.0001,1.0001,2228675.29,2228982.248104
1753164000000,1.0001,1.0002,1.0001,1.0002,3109959.78,3110404.122484
1753167600000,1.0002,1.0002,1.0001,1.0001,3671108.34,3671648.30386
1753171200000,1.0001,1.0003,0.9998,0.9998,8565936.8,8565747.195813
1753174800000,0.9998,1,0.9997,0.9997,12883911.03,12882362.578343
1753178400000,0.9997,0.9998,0.9997,0.9997,152413.94,152375.18636
1753182000000,0.9997,0.9998,0.9997,0.9997,35553.24,35544.339575
1753185600000,0.9997,0.9998,0.9996,0.9996,216929.86,216865.001528
1753189200000,0.9996,0.9998,0.9996,0.9998,150218.51,150178.220581
1753192800000,0.9998,0.9998,0.9997,0.9998,140863.05,140827.775906
1753196400000,0.9998,0.9998,0.9997,0.9997,137544.14,137510.510072
1753200000000,0.9997,0.9999,0.9997,0.9999,31165.7,31159.750628
1753203600000,0.9999,0.9999,0.9998,0.9998,26309.89,26305.935694
1753207200000,0.9998,0.9999,0.9998,0.9998,25096.77,25092.990364
1753210800000,0.9998,0.9999,0.9998,0.9998,10022.81,10021.612039
1753214400000,0.9998,0.9999,0.9998,0.9999,6121.29,6120.399508
1753218000000,0.9999,1.0001,0.9998,1.0001,32165.74,32165.517306
1753221600000,1.0001,1.0003,1.0001,1.0002,8104.39,8106.206108
1753225200000,1.0002,1.0003,1.0002,1.0002,2343.6,2344.163608
1753228800000,1.0002,1.0003,1.0002,1.0003,915.77,916.002881
1753232400000,1.0003,1.0003,1.0002,1.0002,14580.23,14583.485558
1753236000000,1.0002,1.0003,1.0002,1.0002,33149.77,33158.036225
1753239600000,1.0002,1.0003,1.0002,1.0002,57929.31,57943.780701
1753243200000,1.0002,1.0003,1.0002,1.0002,25017.23,25023.475541
1753246800000,1.0002,1.0003,1.0002,1.0002,34053.8,34062.246589
1753250400000,1.0002,1.0003,1.0002,1.0002,133771.67,133804.476042
1753254000000,1.0002,1.0003,1.0002,1.0003,197474.35,197523.69398
1753257600000,1.0003,1.0003,1.0002,1.0002,318899.99,318979.743907
1753261200000,1.0002,1.0003,0.9994,0.9994,364292.41,364246.624421
1753264800000,0.9994,0.9996,0.9994,0.9994,93188.44,93135.964693
1753268400000,0.9994,0.9996,0.9984,0.9996,180264.13,180133.999281
1753272000000,0.9996,0.9996,0.9993,0.9994,69361.52,69324.694256
1753275600000,0.9994,0.9997,0.9994,0.9996,139831.62,139776.489863
1753279200000,0.9996,0.9997,0.9996,0.9996,115156.49,115115.660119
1753282800000,0.9996,0.9997,0.9996,0.9997,200504.09,200438.732619
1753286400000,0.9997,0.9999,0.9996,0.9998,153873.7,153831.464989
1753290000000,0.9998,0.9999,0.9998,0.9998,52974.29,52965.871194
1753293600000,0.9998,0.9999,0.9998,0.9998,16521.88,16519.209859
1753297200000,0.9998,0.9999,0.9998,0.9998,2058.97,2058.575417
1753300800000,0.9998,0.9999,0.9998,0.9998,234868.7,234832.281649
1753304400000,0.9998,1,0.9998,0.9999,513707.94,513665.102903
1753308000000,0.9999,1,0.9999,0.9999,45417.21,45414.674238
1753311600000,0.9999,1,0.9999,0.9999,1772.01,1771.849817
1753315200000,0.9999,1,0.9998,0.9999,15088.08,15085.873394
1753318800000,0.9999,1,0.9999,0.9999,6965.68,6965.202933
1753322400000,0.9999,1,0.9999,0.9999,13230.89,13229.621759
1753326000000,0.9999,1,0.9999,1,92571.69,92568.460494
1753329600000,1,1,0.9999,0.9999,40073.69,40071.456186
1753333200000,0.9999,1,0.9999,1,101159.27,101154.29498
1753336800000,1,1,0.9999,1,207936.58,207926.108505
1753340400000,1,1,0.9998,0.9998,302472.22,302455.282905
1753344000000,0.9998,0.9999,0.9998,0.9998,181168.88,181141.648261
1753347600000,0.9998,0.9999,0.9998,0.9999,104896.93,104882.25222
1753351200000,0.9999,0.9999,0.9998,0.9998,72828.54,72818.559524
1753354800000,0.9998,1.0002,0.9998,1,188445.08,188438.526681
1753358400000,1,1.0002,1,1.0001,37789.55,37794.410679
1753362000000,1.0001,1.0003,1.0001,1.0002,75334.72,75350.790561
1753365600000,1.0002,1.0003,1.0002,1.0003,243727.87,243788.969511
1753369200000,1.0003,1.0003,1.0002,1.0002,172899.5,172942.792637
1753372800000,1.0002,1.0005,1.0002,1.0004,40164.96,40178.271089
1753376400000,1.0004,1.0005,1.0004,1.0005,8275.53,8279.256634
1753380000000,1.0005,1.0005,1.0004,1.0004,677.61,677.881044
1753383600000,1.0004,1.0005,1.0004,1.0005,9956.82,9961.787845
1753387200000,1.0005,1.0006,1.0005,1.0005,2295.56,2296.780992
1753390800000,1.0005,1.0006,1.0005,1.0005,10730.51,10736.865466
1753394400000,1.0005,1.0006,1.0005,1.0005,10.79,10.795894
1753398000000,1.0005,1.0006,1.0005,1.0005,49.94,49.96517
1753401600000,1.0005,1.0006,1.0005,1.0005,965.82,966.342658
1753405200000,1.0005,1.0006,1.0005,1.0005,16041.84,16050.643811
1753408800000,1.0005,1.0007,1.0005,1.0007,16903.46,16913.732489
1753412400000,1.0007,1.0007,1.0006,1.0006,20207.4,20220.513455
1753416000000,1.0006,1.0007,1.0006,1.0006,81737.93,81791.333787
